,name,handedness,height,weight,avg,HR,height_group,weight_group,avg_group
0,Tom Brown,R,73,170,0.0,0,"(72, 73]","(165, 170]","[0.0, 0.02)"
1,Denny Lemaster,R,73,182,0.13,4,"(72, 73]","(180, 185]","[0.12, 0.14)"
2,Joe Nolan,L,71,175,0.263,27,"(70, 71]","(170, 175]","[0.26, 0.28)"
3,Denny Doyle,L,69,175,0.25,16,"(68, 69]","(170, 175]","[0.24, 0.26)"
4,Jose Cardenal,R,70,150,0.275,138,"(69, 70]","(145, 150]","[0.26, 0.28)"
5,Mike Ryan,R,74,205,0.193,28,"(73, 74]","(200, 205]","[0.18, 0.2)"
6,Fritz Peterson,B,72,185,0.159,2,"(71, 72]","(180, 185]","[0.14, 0.16)"
7,Dick Bertell,R,72,200,0.25,10,"(71, 72]","(195, 200]","[0.24, 0.26)"
8,Rod Kanehl,R,73,180,0.24100000000000002,6,"(72, 73]","(175, 180]","[0.24, 0.26)"
9,Ozzie Osborn,R,74,195,0.0,0,"(73, 74]","(190, 195]","[0.0, 0.02)"
10,John LaRose,L,73,185,0.0,0,"(72, 73]","(180, 185]","[0.0, 0.02)"
11,Jeff Byrd,R,75,195,0.0,0,"(74, 75]","(190, 195]","[0.0, 0.02)"
12,Juan Bonilla,R,69,170,0.256,7,"(68, 69]","(165, 170]","[0.24, 0.26)"
13,Frank Tepedino,L,71,185,0.24100000000000002,6,"(70, 71]","(180, 185]","[0.24, 0.26)"
14,Jerry Kutzler,L,73,175,0.0,0,"(72, 73]","(170, 175]","[0.0, 0.02)"
15,Rick Wise,R,73,180,0.195,15,"(72, 73]","(175, 180]","[0.18, 0.2)"
16,Darrell Evans,L,74,200,0.248,414,"(73, 74]","(195, 200]","[0.24, 0.26)"
17,Buck Martinez,R,70,190,0.225,58,"(69, 70]","(185, 190]","[0.22, 0.24)"
18,John Wockenfuss,R,72,190,0.262,86,"(71, 72]","(185, 190]","[0.26, 0.28)"
19,Tommy McCraw,L,72,183,0.24600000000000002,75,"(71, 72]","(180, 185]","[0.24, 0.26)"
20,Jeff Barkley,B,75,185,0.0,0,"(74, 75]","(180, 185]","[0.0, 0.02)"
21,Eric Wilkins,R,73,190,0.0,0,"(72, 73]","(185, 190]","[0.0, 0.02)"
22,Britt Burns,L,77,215,0.0,0,"(76, 77]","(210, 215]","[0.0, 0.02)"
23,Lee Lacy,R,73,175,0.28600000000000003,91,"(72, 73]","(170, 175]","[0.28, 0.3)"
24,Pete Rose,B,71,192,0.303,160,"(70, 71]","(190, 195]","[0.3, 0.32)"
25,Danny Walton,R,72,195,0.223,28,"(71, 72]","(190, 195]","[0.22, 0.24)"
26,Bobby Cox,R,71,180,0.225,9,"(70, 71]","(175, 180]","[0.22, 0.24)"
27,Brad Wellman,R,72,170,0.231,6,"(71, 72]","(165, 170]","[0.22, 0.24)"
28,Jeff Newman,R,74,215,0.22399999999999998,63,"(73, 74]","(210, 215]","[0.22, 0.24)"
29,Pedro Gonzalez,R,72,176,0.244,8,"(71, 72]","(175, 180]","[0.24, 0.26)"
30,Nardi Contreras,B,74,193,0.0,0,"(73, 74]","(190, 195]","[0.0, 0.02)"
31,Tommie Reynolds,R,74,190,0.226,12,"(73, 74]","(185, 190]","[0.22, 0.24)"
32,Gene Clines,R,69,170,0.27699999999999997,5,"(68, 69]","(165, 170]","[0.26, 0.28)"
33,Jim Hickman,R,75,192,0.252,159,"(74, 75]","(190, 195]","[0.24, 0.26)"
34,Jack Billingham,R,76,195,0.111,0,"(75, 76]","(190, 195]","[0.1, 0.12)"
35,Jerry Buchek,R,71,185,0.22,22,"(70, 71]","(180, 185]","[0.22, 0.24)"
36,Ivan DeJesus,R,71,175,0.254,21,"(70, 71]","(170, 175]","[0.24, 0.26)"
37,Gary Nolan,R,74,197,0.138,1,"(73, 74]","(195, 200]","[0.12, 0.14)"
38,Gil Patterson,R,73,185,0.0,0,"(72, 73]","(180, 185]","[0.0, 0.02)"
39,Fred Whitfield,L,73,190,0.253,108,"(72, 73]","(185, 190]","[0.24, 0.26)"
40,Larry Dierker,R,76,215,0.136,4,"(75, 76]","(210, 215]","[0.12, 0.14)"
41,Dave Skaggs,R,74,200,0.24100000000000002,3,"(73, 74]","(195, 200]","[0.24, 0.26)"
42,Dick Ruthven,R,75,190,0.183,1,"(74, 75]","(185, 190]","[0.18, 0.2)"
43,Jerry Garvin,L,75,195,0.0,0,"(74, 75]","(190, 195]","[0.0, 0.02)"
44,Steve Eddy,R,74,185,0.0,0,"(73, 74]","(180, 185]","[0.0, 0.02)"
45,Dave Kingman,R,78,210,0.23600000000000002,442,"(77, 78]","(205, 210]","[0.22, 0.24)"
46,Eric Soderholm,R,71,187,0.264,102,"(70, 71]","(185, 190]","[0.26, 0.28)"
47,Kevin Mmahat,L,77,220,0.0,0,"(76, 77]","(215, 220]","[0.0, 0.02)"
48,Ed Brinkman,R,72,170,0.22399999999999998,60,"(71, 72]","(165, 170]","[0.22, 0.24)"
49,Wayne Garrett,L,71,175,0.239,61,"(70, 71]","(170, 175]","[0.22, 0.24)"
50,Tony Muser,L,74,180,0.259,7,"(73, 74]","(175, 180]","[0.24, 0.26)"
51,Jim Siwy,R,76,200,0.0,0,"(75, 76]","(195, 200]","[0.0, 0.02)"
52,Bud Anderson,R,75,210,0.0,0,"(74, 75]","(205, 210]","[0.0, 0.02)"
53,Ted Ford,R,70,180,0.21899999999999997,17,"(69, 70]","(175, 180]","[0.2, 0.22)"
54,Kevin Stanfield,L,72,190,0.0,0,"(71, 72]","(185, 190]","[0.0, 0.02)"
55,Jim Lyttle,L,72,180,0.248,9,"(71, 72]","(175, 180]","[0.24, 0.26)"
56,John Butcher,R,76,185,0.0,0,"(75, 76]","(180, 185]","[0.0, 0.02)"
57,Jerry Ujdur,R,73,195,0.0,0,"(72, 73]","(190, 195]","[0.0, 0.02)"
58,Scot Thompson,L,75,195,0.262,5,"(74, 75]","(190, 195]","[0.26, 0.28)"
59,Gene Locklear,L,70,165,0.27399999999999997,9,"(69, 70]","(160, 165]","[0.26, 0.28)"
60,Bo Diaz,R,71,185,0.255,87,"(70, 71]","(180, 185]","[0.24, 0.26)"
61,Bump Wills,B,69,172,0.266,36,"(68, 69]","(170, 175]","[0.26, 0.28)"
62,Brian Denman,R,76,205,0.0,0,"(75, 76]","(200, 205]","[0.0, 0.02)"
63,Pat Putnam,L,72,205,0.255,63,"(71, 72]","(200, 205]","[0.24, 0.26)"
64,Kurt Bevacqua,R,72,180,0.23600000000000002,27,"(71, 72]","(175, 180]","[0.22, 0.24)"
65,Bob Fallon,L,75,200,0.0,0,"(74, 75]","(195, 200]","[0.0, 0.02)"
66,Syd O'Brien,R,73,185,0.23,24,"(72, 73]","(180, 185]","[0.22, 0.24)"
67,Chris Chambliss,L,73,195,0.27899999999999997,185,"(72, 73]","(190, 195]","[0.26, 0.28)"
68,Tom Satriano,L,73,185,0.225,21,"(72, 73]","(180, 185]","[0.22, 0.24)"
69,Jeffrey Leonard,R,74,200,0.266,144,"(73, 74]","(195, 200]","[0.26, 0.28)"
70,Dal Maxvill,R,71,157,0.217,6,"(70, 71]","(155, 160]","[0.2, 0.22)"
71,Steve Curry,R,78,217,0.0,0,"(77, 78]","(215, 220]","[0.0, 0.02)"
72,Cesar Tovar,R,69,155,0.278,46,"(68, 69]","(150, 155]","[0.26, 0.28)"
73,Mickey Lolich,B,73,170,0.11,0,"(72, 73]","(165, 170]","[0.1, 0.12)"
74,Ray Chadwick,B,74,180,0.0,0,"(73, 74]","(175, 180]","[0.0, 0.02)"
75,Jack Heidemann,R,72,175,0.21100000000000002,9,"(71, 72]","(170, 175]","[0.2, 0.22)"
76,Rich Rollins,R,70,185,0.26899999999999996,77,"(69, 70]","(180, 185]","[0.26, 0.28)"
77,Walt Bond,L,79,228,0.256,41,"(78, 79]","(225, 230]","[0.24, 0.26)"
78,Merv Rettenmund,R,70,190,0.271,66,"(69, 70]","(185, 190]","[0.26, 0.28)"
79,Bryan Clutterbuck,R,76,223,0.0,0,"(75, 76]","(220, 225]","[0.0, 0.02)"
80,Byron Browne,R,74,190,0.23600000000000002,30,"(73, 74]","(185, 190]","[0.22, 0.24)"
81,Hector Torres,R,72,175,0.21600000000000003,18,"(71, 72]","(170, 175]","[0.2, 0.22)"
82,Walt Williams,R,66,165,0.27,33,"(65, 66]","(160, 165]","[0.26, 0.28)"
83,Jerry Koosman,R,74,205,0.11900000000000001,2,"(73, 74]","(200, 205]","[0.1, 0.12)"
84,Steve Lombardozzi,R,72,175,0.233,20,"(71, 72]","(170, 175]","[0.22, 0.24)"
85,Joe Azcue,R,72,190,0.252,50,"(71, 72]","(185, 190]","[0.24, 0.26)"
86,Elliott Maddox,R,71,180,0.261,18,"(70, 71]","(175, 180]","[0.26, 0.28)"
87,Omar Moreno,L,74,180,0.252,37,"(73, 74]","(175, 180]","[0.24, 0.26)"
88,Julian Javier,R,73,175,0.257,78,"(72, 73]","(170, 175]","[0.24, 0.26)"
89,Tony Ferreira,L,73,160,0.0,0,"(72, 73]","(155, 160]","[0.0, 0.02)"
90,Elio Chacon,R,69,160,0.23199999999999998,4,"(68, 69]","(155, 160]","[0.22, 0.24)"
91,Rusty Torres,B,70,175,0.212,35,"(69, 70]","(170, 175]","[0.2, 0.22)"
92,John Stearns,R,72,185,0.26,46,"(71, 72]","(180, 185]","[0.26, 0.28)"
93,Larry Brown,R,70,160,0.233,47,"(69, 70]","(155, 160]","[0.22, 0.24)"
94,Tommy Dean,R,72,165,0.18,4,"(71, 72]","(160, 165]","[0.18, 0.2)"
95,Bryan Oelkers,L,75,192,0.0,0,"(74, 75]","(190, 195]","[0.0, 0.02)"
96,Kevin Bearse,L,74,195,0.0,0,"(73, 74]","(190, 195]","[0.0, 0.02)"
97,Marty Martinez,B,72,170,0.243,0,"(71, 72]","(165, 170]","[0.24, 0.26)"
98,Bruce Boisclair,L,74,185,0.263,10,"(73, 74]","(180, 185]","[0.26, 0.28)"
99,Ken Singleton,B,76,210,0.282,246,"(75, 76]","(205, 210]","[0.28, 0.3)"
100,Frank White,R,71,165,0.255,160,"(70, 71]","(160, 165]","[0.24, 0.26)"
101,Jim Fairey,L,70,190,0.235,7,"(69, 70]","(185, 190]","[0.22, 0.24)"
102,Jose Roman,R,72,175,0.0,0,"(71, 72]","(170, 175]","[0.0, 0.02)"
103,Tom Brookens,R,70,165,0.24600000000000002,71,"(69, 70]","(160, 165]","[0.24, 0.26)"
104,Gary Thomasson,L,73,180,0.249,61,"(72, 73]","(175, 180]","[0.24, 0.26)"
105,Mike Trujillo,R,73,180,0.0,0,"(72, 73]","(175, 180]","[0.0, 0.02)"
106,Albert Williams,R,76,190,0.0,0,"(75, 76]","(185, 190]","[0.0, 0.02)"
107,Oswaldo Peraza,R,76,172,0.0,0,"(75, 76]","(170, 175]","[0.0, 0.02)"
108,Otto Velez,R,72,170,0.251,78,"(71, 72]","(165, 170]","[0.24, 0.26)"
109,Tony Scott,B,72,164,0.249,17,"(71, 72]","(160, 165]","[0.24, 0.26)"
110,Ray Oyler,R,71,165,0.175,15,"(70, 71]","(160, 165]","[0.16, 0.18)"
111,Barry Cort,R,77,210,0.0,0,"(76, 77]","(205, 210]","[0.0, 0.02)"
112,Floyd Robinson,L,69,175,0.28300000000000003,67,"(68, 69]","(170, 175]","[0.28, 0.3)"
113,Steve Jeltz,B,71,180,0.21,5,"(70, 71]","(175, 180]","[0.2, 0.22)"
114,Lou Brock,L,71,170,0.293,149,"(70, 71]","(165, 170]","[0.28, 0.3)"
115,Bill Wilkinson,R,70,160,0.0,0,"(69, 70]","(155, 160]","[0.0, 0.02)"
116,Joe Lovitto,B,72,185,0.21600000000000003,4,"(71, 72]","(180, 185]","[0.2, 0.22)"
117,Mike Loynd,R,76,210,0.0,0,"(75, 76]","(205, 210]","[0.0, 0.02)"
118,Wayne Comer,R,70,175,0.22899999999999998,16,"(69, 70]","(170, 175]","[0.22, 0.24)"
119,Dave Collins,B,71,175,0.272,32,"(70, 71]","(170, 175]","[0.26, 0.28)"
120,Ed Spiezio,R,71,180,0.23800000000000002,39,"(70, 71]","(175, 180]","[0.22, 0.24)"
121,Rico Petrocelli,R,72,175,0.251,210,"(71, 72]","(170, 175]","[0.24, 0.26)"
122,Johnny Lewis,L,73,189,0.22699999999999998,22,"(72, 73]","(185, 190]","[0.22, 0.24)"
123,Dick Simpson,R,76,176,0.207,15,"(75, 76]","(175, 180]","[0.2, 0.22)"
124,Ken Boswell,L,72,170,0.248,31,"(71, 72]","(165, 170]","[0.24, 0.26)"
125,Ken McMullen,R,75,190,0.248,156,"(74, 75]","(185, 190]","[0.24, 0.26)"
126,Randy Scarbery,B,73,185,0.0,0,"(72, 73]","(180, 185]","[0.0, 0.02)"
127,Steve Swisher,R,74,205,0.21600000000000003,20,"(73, 74]","(200, 205]","[0.2, 0.22)"
128,Ben Callahan,R,79,230,0.0,0,"(78, 79]","(225, 230]","[0.0, 0.02)"
129,Dick Howser,R,68,155,0.248,16,"(67, 68]","(150, 155]","[0.24, 0.26)"
130,Manny Castillo,B,69,160,0.242,3,"(68, 69]","(155, 160]","[0.24, 0.26)"
131,Mike Ramsey,B,73,170,0.24,2,"(72, 73]","(165, 170]","[0.24, 0.26)"
132,Willie Crawford,L,73,197,0.268,86,"(72, 73]","(195, 200]","[0.26, 0.28)"
133,Bobby Cuellar,R,71,188,0.0,0,"(70, 71]","(185, 190]","[0.0, 0.02)"
134,Willie Norwood,R,72,185,0.242,18,"(71, 72]","(180, 185]","[0.24, 0.26)"
135,Mike Jones,L,78,215,0.0,0,"(77, 78]","(210, 215]","[0.0, 0.02)"
136,Jeff Stone,L,72,175,0.27699999999999997,11,"(71, 72]","(170, 175]","[0.26, 0.28)"
137,Ramon Manon,R,72,150,0.0,0,"(71, 72]","(145, 150]","[0.0, 0.02)"
138,Joe Lahoud,L,73,198,0.223,65,"(72, 73]","(195, 200]","[0.22, 0.24)"
139,Tim Flannery,L,71,175,0.255,9,"(70, 71]","(170, 175]","[0.24, 0.26)"
140,Dave McKay,B,73,195,0.22899999999999998,21,"(72, 73]","(190, 195]","[0.22, 0.24)"
141,John Trautwein,R,75,205,0.0,0,"(74, 75]","(200, 205]","[0.0, 0.02)"
142,Andy Replogle,R,77,205,0.0,0,"(76, 77]","(200, 205]","[0.0, 0.02)"
143,Zach Crouch,L,75,180,0.0,0,"(74, 75]","(175, 180]","[0.0, 0.02)"
144,Benny Ayala,R,73,185,0.251,38,"(72, 73]","(180, 185]","[0.24, 0.26)"
145,Ron Romanick,R,76,195,0.0,0,"(75, 76]","(190, 195]","[0.0, 0.02)"
146,Greg Gross,L,70,160,0.287,7,"(69, 70]","(155, 160]","[0.28, 0.3)"
147,Bruce Tanner,L,75,220,0.0,0,"(74, 75]","(215, 220]","[0.0, 0.02)"
148,Sal Butera,R,72,190,0.22699999999999998,8,"(71, 72]","(185, 190]","[0.22, 0.24)"
149,Jack Brohamer,L,70,165,0.245,30,"(69, 70]","(160, 165]","[0.24, 0.26)"
150,Von Joshua,L,70,170,0.273,30,"(69, 70]","(165, 170]","[0.26, 0.28)"
151,Eddie Milner,L,71,173,0.253,42,"(70, 71]","(170, 175]","[0.24, 0.26)"
152,Johnny Jeter,R,73,180,0.244,18,"(72, 73]","(175, 180]","[0.24, 0.26)"
153,Angel Salazar,R,72,180,0.212,2,"(71, 72]","(175, 180]","[0.2, 0.22)"
154,Tony Oliva,L,73,175,0.304,220,"(72, 73]","(170, 175]","[0.3, 0.32)"
155,Cito Gaston,R,75,190,0.256,91,"(74, 75]","(185, 190]","[0.24, 0.26)"
156,Cookie Rojas,R,70,160,0.263,54,"(69, 70]","(155, 160]","[0.26, 0.28)"
157,Rich Morales,R,71,170,0.195,6,"(70, 71]","(165, 170]","[0.18, 0.2)"
158,Dave Ford,R,76,190,0.0,0,"(75, 76]","(185, 190]","[0.0, 0.02)"
159,Dan Ford,R,73,185,0.27,121,"(72, 73]","(180, 185]","[0.26, 0.28)"
160,Barry Raziano,B,70,175,0.0,0,"(69, 70]","(170, 175]","[0.0, 0.02)"
161,Darryl Motley,R,69,196,0.243,44,"(68, 69]","(195, 200]","[0.24, 0.26)"
162,Ozzie Virgil,R,73,180,0.243,98,"(72, 73]","(175, 180]","[0.24, 0.26)"
163,Johnny Oates,L,71,188,0.25,14,"(70, 71]","(185, 190]","[0.24, 0.26)"
164,Pat Underwood,L,72,175,0.0,0,"(71, 72]","(170, 175]","[0.0, 0.02)"
165,Mike Phillips,L,72,170,0.24,11,"(71, 72]","(165, 170]","[0.24, 0.26)"
166,Ron Santo,R,72,190,0.27699999999999997,342,"(71, 72]","(185, 190]","[0.26, 0.28)"
167,Jay Johnstone,L,73,175,0.267,102,"(72, 73]","(170, 175]","[0.26, 0.28)"
168,Jim Ray Hart,R,71,185,0.278,170,"(70, 71]","(180, 185]","[0.26, 0.28)"
169,Marc Hill,R,75,205,0.223,34,"(74, 75]","(200, 205]","[0.22, 0.24)"
170,Joel McKeon,L,72,185,0.0,0,"(71, 72]","(180, 185]","[0.0, 0.02)"
171,Danny Fife,R,75,175,0.0,0,"(74, 75]","(170, 175]","[0.0, 0.02)"
172,Chico Salmon,R,70,160,0.249,31,"(69, 70]","(155, 160]","[0.24, 0.26)"
173,Joe Niekro,R,73,185,0.156,1,"(72, 73]","(180, 185]","[0.14, 0.16)"
174,Andy Etchebarren,R,73,190,0.235,49,"(72, 73]","(185, 190]","[0.22, 0.24)"
175,Ken Berry,R,72,175,0.255,58,"(71, 72]","(170, 175]","[0.24, 0.26)"
176,Dave Concepcion,R,74,155,0.267,101,"(73, 74]","(150, 155]","[0.26, 0.28)"
177,Junior Moore,R,71,185,0.264,7,"(70, 71]","(180, 185]","[0.26, 0.28)"
178,Mike Richardt,R,72,170,0.226,4,"(71, 72]","(165, 170]","[0.22, 0.24)"
179,Chris Brown,R,72,185,0.26899999999999996,38,"(71, 72]","(180, 185]","[0.26, 0.28)"
180,Al Bumbry,L,68,170,0.281,54,"(67, 68]","(165, 170]","[0.28, 0.3)"
181,Al Downing,R,71,175,0.127,2,"(70, 71]","(170, 175]","[0.12, 0.14)"
182,Bob Didier,B,72,190,0.22899999999999998,0,"(71, 72]","(185, 190]","[0.22, 0.24)"
183,Jake Gibbs,L,72,180,0.233,25,"(71, 72]","(175, 180]","[0.22, 0.24)"
184,Garry Hancock,L,72,175,0.247,12,"(71, 72]","(170, 175]","[0.24, 0.26)"
185,Ed Kranepool,L,75,205,0.261,118,"(74, 75]","(200, 205]","[0.26, 0.28)"
186,Rick Rhoden,R,75,195,0.23800000000000002,9,"(74, 75]","(190, 195]","[0.22, 0.24)"
187,Denny McLain,R,73,185,0.133,1,"(72, 73]","(180, 185]","[0.12, 0.14)"
188,Chuck Hiller,L,71,170,0.243,20,"(70, 71]","(165, 170]","[0.24, 0.26)"
189,Jorge Orta,L,70,170,0.278,130,"(69, 70]","(165, 170]","[0.26, 0.28)"
190,Dave Cash,R,71,170,0.28300000000000003,21,"(70, 71]","(165, 170]","[0.28, 0.3)"
191,Bucky Dent,R,69,170,0.247,40,"(68, 69]","(165, 170]","[0.24, 0.26)"
192,Andy Beene,R,75,205,0.0,0,"(74, 75]","(200, 205]","[0.0, 0.02)"
193,Bruce Robbins,L,73,190,0.0,0,"(72, 73]","(185, 190]","[0.0, 0.02)"
194,Tony Gonzalez,L,69,170,0.28600000000000003,103,"(68, 69]","(165, 170]","[0.28, 0.3)"
195,Leon Hooten,R,71,180,0.0,0,"(70, 71]","(175, 180]","[0.0, 0.02)"
196,Larry Haney,R,74,195,0.215,12,"(73, 74]","(190, 195]","[0.2, 0.22)"
197,Billy Conigliaro,R,72,180,0.256,40,"(71, 72]","(175, 180]","[0.24, 0.26)"
198,Gary Roenicke,R,75,205,0.247,121,"(74, 75]","(200, 205]","[0.24, 0.26)"
199,Don Lock,R,74,195,0.23800000000000002,122,"(73, 74]","(190, 195]","[0.22, 0.24)"
200,Billy Cowan,R,72,170,0.23600000000000002,40,"(71, 72]","(165, 170]","[0.22, 0.24)"
201,Billy Smith,B,74,185,0.23,17,"(73, 74]","(180, 185]","[0.22, 0.24)"
202,Allan Ramirez,R,70,180,0.0,0,"(69, 70]","(175, 180]","[0.0, 0.02)"
203,Tony Perez,R,74,175,0.27899999999999997,379,"(73, 74]","(170, 175]","[0.26, 0.28)"
204,Chuck Schilling,R,70,160,0.239,23,"(69, 70]","(155, 160]","[0.22, 0.24)"
205,Hal McRae,R,71,180,0.29,191,"(70, 71]","(175, 180]","[0.28, 0.3)"
206,Dave Roberts,R,75,215,0.239,49,"(74, 75]","(210, 215]","[0.22, 0.24)"
207,Brian Allard,R,73,175,0.0,0,"(72, 73]","(170, 175]","[0.0, 0.02)"
208,Jim Lefebvre,B,72,180,0.251,74,"(71, 72]","(175, 180]","[0.24, 0.26)"
209,Fernando Arroyo,R,74,180,0.0,0,"(73, 74]","(175, 180]","[0.0, 0.02)"
210,Gary Beare,R,76,205,0.0,0,"(75, 76]","(200, 205]","[0.0, 0.02)"
211,Charlie Spikes,R,75,215,0.24600000000000002,65,"(74, 75]","(210, 215]","[0.24, 0.26)"
212,Brian Dubois,L,70,165,0.0,0,"(69, 70]","(160, 165]","[0.0, 0.02)"
213,Steve Whitaker,L,72,180,0.23,24,"(71, 72]","(175, 180]","[0.22, 0.24)"
214,Manny Jimenez,L,73,185,0.272,26,"(72, 73]","(180, 185]","[0.26, 0.28)"
215,Chris Batton,R,76,195,0.0,0,"(75, 76]","(190, 195]","[0.0, 0.02)"
216,Duffy Dyer,R,72,187,0.221,30,"(71, 72]","(185, 190]","[0.22, 0.24)"
217,Ken Henderson,B,74,180,0.257,122,"(73, 74]","(175, 180]","[0.24, 0.26)"
218,Vance Lovelace,L,77,205,0.0,0,"(76, 77]","(200, 205]","[0.0, 0.02)"
219,Greg Thayer,R,71,182,0.0,0,"(70, 71]","(180, 185]","[0.0, 0.02)"
220,Vern Fuller,R,73,170,0.23199999999999998,14,"(72, 73]","(165, 170]","[0.22, 0.24)"
221,Paul Hartzell,R,77,200,0.0,0,"(76, 77]","(195, 200]","[0.0, 0.02)"
222,Wayne Gross,L,74,210,0.233,121,"(73, 74]","(205, 210]","[0.22, 0.24)"
223,Mike Champion,R,72,185,0.22899999999999998,2,"(71, 72]","(180, 185]","[0.22, 0.24)"
224,Ralph Botting,L,72,195,0.0,0,"(71, 72]","(190, 195]","[0.0, 0.02)"
225,Paul Casanova,R,76,180,0.225,50,"(75, 76]","(175, 180]","[0.22, 0.24)"
226,Steve Rogers,R,74,175,0.138,0,"(73, 74]","(170, 175]","[0.12, 0.14)"
227,Keith Creel,R,74,180,0.0,0,"(73, 74]","(175, 180]","[0.0, 0.02)"
228,Terry Crowley,L,72,180,0.25,42,"(71, 72]","(175, 180]","[0.24, 0.26)"
229,Horace Clarke,B,69,170,0.256,27,"(68, 69]","(165, 170]","[0.24, 0.26)"
230,Lou Clinton,R,73,185,0.247,65,"(72, 73]","(180, 185]","[0.24, 0.26)"
