,name,handedness,height,weight,avg,HR,height_group,weight_group,avg_group
231,Larry Cox,R,70,178,0.221,12,"(69, 70]","(175, 180]","[0.22, 0.24)"
232,Nate Colbert,R,74,190,0.243,173,"(73, 74]","(185, 190]","[0.24, 0.26)"
233,Phil Roof,R,74,190,0.215,43,"(73, 74]","(185, 190]","[0.2, 0.22)"
234,Chuck Hinton,R,73,180,0.264,113,"(72, 73]","(175, 180]","[0.26, 0.28)"
235,Tim Cullen,R,73,185,0.22,9,"(72, 73]","(180, 185]","[0.22, 0.24)"
236,Tim Harkness,L,74,182,0.235,14,"(73, 74]","(180, 185]","[0.22, 0.24)"
237,Rick Bosetti,R,71,185,0.25,17,"(70, 71]","(180, 185]","[0.24, 0.26)"
238,Ron Pruitt,R,72,185,0.26899999999999996,12,"(71, 72]","(180, 185]","[0.26, 0.28)"
239,George Foster,R,73,180,0.27399999999999997,348,"(72, 73]","(175, 180]","[0.26, 0.28)"
240,Jerry White,B,70,164,0.253,21,"(69, 70]","(160, 165]","[0.24, 0.26)"
241,Angel Mangual,R,70,178,0.245,22,"(69, 70]","(175, 180]","[0.24, 0.26)"
242,Ken Gerhart,R,72,190,0.221,24,"(71, 72]","(185, 190]","[0.22, 0.24)"
243,Mike Hershberger,R,70,175,0.252,26,"(69, 70]","(170, 175]","[0.24, 0.26)"
244,Jim French,L,68,180,0.196,5,"(67, 68]","(175, 180]","[0.18, 0.2)"
245,Dave Roberts,L,75,195,0.19399999999999998,7,"(74, 75]","(190, 195]","[0.18, 0.2)"
246,Jim Mason,L,74,185,0.203,12,"(73, 74]","(180, 185]","[0.2, 0.22)"
247,Mike Smith,R,75,180,0.0,0,"(74, 75]","(175, 180]","[0.0, 0.02)"
248,Willie Smith,L,72,182,0.248,46,"(71, 72]","(180, 185]","[0.24, 0.26)"
249,T.R. Bryden,R,76,190,0.0,0,"(75, 76]","(185, 190]","[0.0, 0.02)"
250,Jose Arcia,R,75,170,0.215,1,"(74, 75]","(165, 170]","[0.2, 0.22)"
251,Leon Durham,L,73,185,0.27699999999999997,147,"(72, 73]","(180, 185]","[0.26, 0.28)"
252,Tom Makowski,R,71,185,0.0,0,"(70, 71]","(180, 185]","[0.0, 0.02)"
253,Paul Householder,B,72,180,0.23600000000000002,29,"(71, 72]","(175, 180]","[0.22, 0.24)"
254,Aurelio Rodriguez,R,70,180,0.237,124,"(69, 70]","(175, 180]","[0.22, 0.24)"
255,Jimmy Stewart,B,72,165,0.237,8,"(71, 72]","(160, 165]","[0.22, 0.24)"
256,Dick Phillips,L,72,180,0.22899999999999998,12,"(71, 72]","(175, 180]","[0.22, 0.24)"
257,Andres Thomas,R,73,170,0.23399999999999999,42,"(72, 73]","(165, 170]","[0.22, 0.24)"
258,Ed Crosby,L,74,175,0.22,0,"(73, 74]","(170, 175]","[0.22, 0.24)"
259,Mike de la Hoz,R,71,175,0.251,25,"(70, 71]","(170, 175]","[0.24, 0.26)"
260,Frank Taveras,R,72,155,0.255,2,"(71, 72]","(150, 155]","[0.24, 0.26)"
261,Joe Nossek,R,72,178,0.228,3,"(71, 72]","(175, 180]","[0.22, 0.24)"
262,Larry Stahl,L,72,175,0.23199999999999998,36,"(71, 72]","(170, 175]","[0.22, 0.24)"
263,Jose Cruz,L,72,170,0.284,165,"(71, 72]","(165, 170]","[0.28, 0.3)"
264,Don Mason,L,71,160,0.205,3,"(70, 71]","(155, 160]","[0.2, 0.22)"
265,Bill Robinson,R,74,189,0.258,166,"(73, 74]","(185, 190]","[0.24, 0.26)"
266,Jim Umbarger,L,78,200,0.0,0,"(77, 78]","(195, 200]","[0.0, 0.02)"
267,Sal Bando,R,72,195,0.254,242,"(71, 72]","(190, 195]","[0.24, 0.26)"
268,George Mitterwald,R,74,195,0.23600000000000002,76,"(73, 74]","(190, 195]","[0.22, 0.24)"
269,Mike Darr,R,76,190,0.0,0,"(75, 76]","(185, 190]","[0.0, 0.02)"
270,Craig Robinson,R,70,165,0.21899999999999997,0,"(69, 70]","(160, 165]","[0.2, 0.22)"
271,Bob Tillman,R,76,205,0.23199999999999998,79,"(75, 76]","(200, 205]","[0.22, 0.24)"
272,Curt Wardle,L,77,220,0.0,0,"(76, 77]","(215, 220]","[0.0, 0.02)"
273,Pat Corrales,R,72,180,0.21600000000000003,4,"(71, 72]","(175, 180]","[0.2, 0.22)"
274,Mike Tyson,R,69,170,0.24100000000000002,27,"(68, 69]","(165, 170]","[0.24, 0.26)"
275,Rafael Landestoy,B,70,165,0.237,4,"(69, 70]","(160, 165]","[0.22, 0.24)"
276,Duane Josephson,R,72,190,0.258,23,"(71, 72]","(185, 190]","[0.24, 0.26)"
277,Duane Walker,L,72,185,0.22899999999999998,24,"(71, 72]","(180, 185]","[0.22, 0.24)"
278,Glenn Hubbard,R,69,150,0.244,70,"(68, 69]","(145, 150]","[0.24, 0.26)"
279,Roger Freed,R,72,190,0.245,22,"(71, 72]","(185, 190]","[0.24, 0.26)"
280,George Hendrick,R,75,195,0.278,267,"(74, 75]","(190, 195]","[0.26, 0.28)"
281,Rod Carew,L,72,170,0.32799999999999996,92,"(71, 72]","(165, 170]","[0.32, 0.34)"
282,Bob Davis,R,72,180,0.19699999999999998,6,"(71, 72]","(175, 180]","[0.18, 0.2)"
283,Toby Harrah,R,72,175,0.264,195,"(71, 72]","(170, 175]","[0.26, 0.28)"
284,Rick Manning,L,73,180,0.257,56,"(72, 73]","(175, 180]","[0.24, 0.26)"
285,Israel Sanchez,L,69,170,0.0,0,"(68, 69]","(165, 170]","[0.0, 0.02)"
286,Steve Burke,B,74,200,0.0,0,"(73, 74]","(195, 200]","[0.0, 0.02)"
287,Gary Matthews,R,74,185,0.281,234,"(73, 74]","(180, 185]","[0.28, 0.3)"
288,Cesar Geronimo,L,72,165,0.258,51,"(71, 72]","(160, 165]","[0.24, 0.26)"
289,Billy Bryan,L,76,200,0.21600000000000003,41,"(75, 76]","(195, 200]","[0.2, 0.22)"
290,Terry Taylor,R,73,180,0.0,0,"(72, 73]","(175, 180]","[0.0, 0.02)"
291,Terry Whitfield,L,73,197,0.281,33,"(72, 73]","(195, 200]","[0.28, 0.3)"
292,Mario Mendoza,R,71,170,0.215,4,"(70, 71]","(165, 170]","[0.2, 0.22)"
293,Fred Lynn,L,73,185,0.28300000000000003,306,"(72, 73]","(180, 185]","[0.28, 0.3)"
294,Larry Hisle,R,74,193,0.273,166,"(73, 74]","(190, 195]","[0.26, 0.28)"
295,Graig Nettles,L,72,180,0.248,390,"(71, 72]","(175, 180]","[0.24, 0.26)"
296,Randy Nosek,R,76,215,0.0,0,"(75, 76]","(210, 215]","[0.0, 0.02)"
297,Dave Engle,R,75,210,0.262,31,"(74, 75]","(205, 210]","[0.26, 0.28)"
298,Narciso Elvira,L,70,160,0.0,0,"(69, 70]","(155, 160]","[0.0, 0.02)"
299,Mike Easler,L,72,190,0.293,118,"(71, 72]","(185, 190]","[0.28, 0.3)"
300,Mark Smith,R,74,215,0.0,0,"(73, 74]","(210, 215]","[0.0, 0.02)"
301,Paul Mitchell,R,73,195,0.0,0,"(72, 73]","(190, 195]","[0.0, 0.02)"
302,Rick Sweet,B,73,200,0.23399999999999999,6,"(72, 73]","(195, 200]","[0.22, 0.24)"
303,Thurman Munson,R,71,190,0.292,113,"(70, 71]","(185, 190]","[0.28, 0.3)"
304,Rick Monday,L,75,193,0.264,241,"(74, 75]","(190, 195]","[0.26, 0.28)"
305,Mike Sadek,R,69,165,0.226,5,"(68, 69]","(160, 165]","[0.22, 0.24)"
306,Mark Belanger,R,73,170,0.228,20,"(72, 73]","(165, 170]","[0.22, 0.24)"
307,Ron Hunt,R,72,186,0.273,39,"(71, 72]","(185, 190]","[0.26, 0.28)"
308,Joe Keough,L,72,185,0.24600000000000002,9,"(71, 72]","(180, 185]","[0.24, 0.26)"
309,Butch Edge,R,75,203,0.0,0,"(74, 75]","(200, 205]","[0.0, 0.02)"
310,Vic Correll,R,70,185,0.22899999999999998,29,"(69, 70]","(180, 185]","[0.22, 0.24)"
311,Jackie Hernandez,R,71,165,0.20800000000000002,12,"(70, 71]","(160, 165]","[0.2, 0.22)"
312,Tony Solaita,L,72,210,0.255,50,"(71, 72]","(205, 210]","[0.24, 0.26)"
313,U L Washington,B,71,175,0.251,27,"(70, 71]","(170, 175]","[0.24, 0.26)"
314,Gary Mielke,R,75,185,0.0,0,"(74, 75]","(180, 185]","[0.0, 0.02)"
315,Rick Henninger,R,78,225,0.0,0,"(77, 78]","(220, 225]","[0.0, 0.02)"
316,Joe Foy,R,72,215,0.248,58,"(71, 72]","(210, 215]","[0.24, 0.26)"
317,Ed Goodson,L,75,180,0.26,30,"(74, 75]","(175, 180]","[0.26, 0.28)"
318,Mark Brown,B,74,190,0.0,0,"(73, 74]","(185, 190]","[0.0, 0.02)"
319,Mickey Klutts,R,71,170,0.24100000000000002,14,"(70, 71]","(165, 170]","[0.24, 0.26)"
320,Leroy Stanton,R,73,195,0.244,77,"(72, 73]","(190, 195]","[0.24, 0.26)"
321,Rafael Vasquez,R,72,160,0.0,0,"(71, 72]","(155, 160]","[0.0, 0.02)"
322,Len Whitehouse,L,71,175,0.0,0,"(70, 71]","(170, 175]","[0.0, 0.02)"
323,Danny Ainge,R,76,175,0.22,2,"(75, 76]","(170, 175]","[0.22, 0.24)"
324,Adolfo Phillips,R,73,175,0.247,59,"(72, 73]","(170, 175]","[0.24, 0.26)"
325,Marv Breeding,R,72,175,0.25,7,"(71, 72]","(170, 175]","[0.24, 0.26)"
326,Steve Adkins,R,78,210,0.0,0,"(77, 78]","(205, 210]","[0.0, 0.02)"
327,Dick McAuliffe,L,71,176,0.247,197,"(70, 71]","(175, 180]","[0.24, 0.26)"
328,Joe Horlen,R,72,170,0.134,0,"(71, 72]","(165, 170]","[0.12, 0.14)"
329,Glenn Burke,R,72,195,0.237,2,"(71, 72]","(190, 195]","[0.22, 0.24)"
330,Tony Mack,R,70,177,0.0,0,"(69, 70]","(175, 180]","[0.0, 0.02)"
331,Terry Humphrey,R,75,185,0.21100000000000002,6,"(74, 75]","(180, 185]","[0.2, 0.22)"
332,Bill Moran,R,76,210,0.0,0,"(75, 76]","(205, 210]","[0.0, 0.02)"
333,Enzo Hernandez,R,68,155,0.22399999999999998,2,"(67, 68]","(150, 155]","[0.22, 0.24)"
334,Cesar Gutierrez,R,69,155,0.235,0,"(68, 69]","(150, 155]","[0.22, 0.24)"
335,Coco Laboy,R,70,165,0.233,28,"(69, 70]","(160, 165]","[0.22, 0.24)"
336,Ted Kubiak,B,72,175,0.231,13,"(71, 72]","(170, 175]","[0.22, 0.24)"
337,Jim Morrison,R,71,175,0.26,112,"(70, 71]","(170, 175]","[0.26, 0.28)"
338,Tom Gilles,R,73,185,0.0,0,"(72, 73]","(180, 185]","[0.0, 0.02)"
339,Bobby Knoop,R,73,170,0.23600000000000002,56,"(72, 73]","(165, 170]","[0.22, 0.24)"
340,Bobby Brown,B,74,190,0.245,26,"(73, 74]","(185, 190]","[0.24, 0.26)"
341,Tom Hutton,L,71,180,0.248,22,"(70, 71]","(175, 180]","[0.24, 0.26)"
342,Ron Hodges,L,73,185,0.24,19,"(72, 73]","(180, 185]","[0.24, 0.26)"
343,Rich Chiles,L,71,170,0.254,6,"(70, 71]","(165, 170]","[0.24, 0.26)"
344,Tom Paciorek,R,76,215,0.282,86,"(75, 76]","(210, 215]","[0.28, 0.3)"
345,Gary Woods,R,74,185,0.243,13,"(73, 74]","(180, 185]","[0.24, 0.26)"
346,Bob Montgomery,R,73,195,0.258,23,"(72, 73]","(190, 195]","[0.24, 0.26)"
347,Jeff Burroughs,R,73,200,0.261,240,"(72, 73]","(195, 200]","[0.26, 0.28)"
348,Rusty Staub,L,74,190,0.27899999999999997,292,"(73, 74]","(185, 190]","[0.26, 0.28)"
349,Jim Norris,L,70,175,0.264,7,"(69, 70]","(170, 175]","[0.26, 0.28)"
350,Oscar Gamble,L,71,160,0.265,200,"(70, 71]","(155, 160]","[0.26, 0.28)"
351,Bob Kammeyer,R,76,210,0.0,0,"(75, 76]","(205, 210]","[0.0, 0.02)"
352,George Vukovich,L,72,198,0.268,27,"(71, 72]","(195, 200]","[0.26, 0.28)"
353,Joe Pactwa,L,71,185,0.0,0,"(70, 71]","(180, 185]","[0.0, 0.02)"
354,Craig Reynolds,L,73,175,0.256,42,"(72, 73]","(170, 175]","[0.24, 0.26)"
355,Paul Blair,R,72,168,0.25,134,"(71, 72]","(165, 170]","[0.24, 0.26)"
356,Al Cowens,R,73,197,0.27,108,"(72, 73]","(195, 200]","[0.26, 0.28)"
357,Al Oliver,L,72,195,0.303,219,"(71, 72]","(190, 195]","[0.3, 0.32)"
358,Dave Hilton,R,71,191,0.213,6,"(70, 71]","(190, 195]","[0.2, 0.22)"
359,Luis Alvarado,R,69,162,0.214,5,"(68, 69]","(160, 165]","[0.2, 0.22)"
360,Larry Parrish,R,75,190,0.263,256,"(74, 75]","(185, 190]","[0.26, 0.28)"
361,Woodie Fryman,R,75,197,0.138,2,"(74, 75]","(195, 200]","[0.12, 0.14)"
362,Bob Randall,R,74,175,0.257,1,"(73, 74]","(170, 175]","[0.24, 0.26)"
363,Jim Pankovits,R,70,170,0.25,9,"(69, 70]","(165, 170]","[0.24, 0.26)"
364,Sherman Corbett,L,76,205,0.0,0,"(75, 76]","(200, 205]","[0.0, 0.02)"
365,Carmen Fanzone,R,72,200,0.22399999999999998,20,"(71, 72]","(195, 200]","[0.22, 0.24)"
366,Gary Allenson,R,71,185,0.221,19,"(70, 71]","(180, 185]","[0.22, 0.24)"
367,Milt May,L,72,190,0.263,77,"(71, 72]","(185, 190]","[0.26, 0.28)"
368,Mike Vail,R,73,180,0.27899999999999997,34,"(72, 73]","(175, 180]","[0.26, 0.28)"
369,Nick Esasky,R,75,200,0.25,122,"(74, 75]","(195, 200]","[0.24, 0.26)"
370,Jim Nettles,L,72,186,0.22,16,"(71, 72]","(185, 190]","[0.22, 0.24)"
371,Lafayette Currence,B,71,175,0.0,0,"(70, 71]","(170, 175]","[0.0, 0.02)"
372,Chris Cannizzaro,R,72,190,0.235,18,"(71, 72]","(185, 190]","[0.22, 0.24)"
373,Larry Biittner,L,74,205,0.273,29,"(73, 74]","(200, 205]","[0.26, 0.28)"
374,John Pawlowski,R,74,175,0.0,0,"(73, 74]","(170, 175]","[0.0, 0.02)"
375,Mel Stottlemyre,R,73,178,0.16,7,"(72, 73]","(175, 180]","[0.16, 0.18)"
376,Jack Hardy,R,74,175,0.0,0,"(73, 74]","(170, 175]","[0.0, 0.02)"
377,Ron Musselman,R,74,185,0.0,0,"(73, 74]","(180, 185]","[0.0, 0.02)"
378,Roy Smalley,B,73,185,0.257,163,"(72, 73]","(180, 185]","[0.24, 0.26)"
379,Tony Chevez,R,71,177,0.0,0,"(70, 71]","(175, 180]","[0.0, 0.02)"
380,Andy Messersmith,R,73,200,0.17,5,"(72, 73]","(195, 200]","[0.16, 0.18)"
381,Richie Zisk,R,73,200,0.287,207,"(72, 73]","(195, 200]","[0.28, 0.3)"
382,Dave Chalk,R,70,175,0.252,15,"(69, 70]","(170, 175]","[0.24, 0.26)"
383,Don Baylor,R,73,190,0.26,338,"(72, 73]","(185, 190]","[0.26, 0.28)"
384,John Vukovich,R,73,187,0.161,6,"(72, 73]","(185, 190]","[0.16, 0.18)"
385,Danny Thompson,R,72,183,0.248,15,"(71, 72]","(180, 185]","[0.24, 0.26)"
386,Joe Simpson,L,75,175,0.242,9,"(74, 75]","(170, 175]","[0.24, 0.26)"
387,Bill Fahey,L,72,200,0.24100000000000002,7,"(71, 72]","(195, 200]","[0.24, 0.26)"
388,Doug Camilli,R,71,195,0.19899999999999998,18,"(70, 71]","(190, 195]","[0.18, 0.2)"
389,Bernie Allen,L,72,175,0.239,73,"(71, 72]","(170, 175]","[0.22, 0.24)"
390,Bruce Bochy,R,75,205,0.239,26,"(74, 75]","(200, 205]","[0.22, 0.24)"
391,Gary Ignasiak,R,71,185,0.0,0,"(70, 71]","(180, 185]","[0.0, 0.02)"
392,Claudell Washington,L,72,190,0.278,164,"(71, 72]","(185, 190]","[0.26, 0.28)"
393,John Donaldson,L,71,160,0.23800000000000002,4,"(70, 71]","(155, 160]","[0.22, 0.24)"
394,Mike Smithson,L,80,215,0.0,0,"(79, 80]","(210, 215]","[0.0, 0.02)"
395,John Mayberry,L,75,215,0.253,255,"(74, 75]","(210, 215]","[0.24, 0.26)"
396,Ken Reitz,R,72,180,0.26,68,"(71, 72]","(175, 180]","[0.26, 0.28)"
397,Amos Otis,R,71,165,0.27699999999999997,193,"(70, 71]","(160, 165]","[0.26, 0.28)"
398,Gene Alley,R,70,160,0.254,55,"(69, 70]","(155, 160]","[0.24, 0.26)"
399,Ted Sizemore,R,70,165,0.262,23,"(69, 70]","(160, 165]","[0.26, 0.28)"
400,Dan Briggs,L,72,180,0.195,12,"(71, 72]","(175, 180]","[0.18, 0.2)"
401,Joe Skalski,R,75,190,0.0,0,"(74, 75]","(185, 190]","[0.0, 0.02)"
402,Doug Flynn,R,71,165,0.23800000000000002,7,"(70, 71]","(160, 165]","[0.22, 0.24)"
403,Bert Bradley,B,73,190,0.0,0,"(72, 73]","(185, 190]","[0.0, 0.02)"
404,Ken Holtzman,R,74,175,0.163,2,"(73, 74]","(170, 175]","[0.16, 0.18)"
405,Pete Ward,L,73,185,0.254,98,"(72, 73]","(180, 185]","[0.24, 0.26)"
406,Kevin Bell,R,72,195,0.222,13,"(71, 72]","(190, 195]","[0.22, 0.24)"
407,Tom Nieto,R,73,193,0.205,5,"(72, 73]","(190, 195]","[0.2, 0.22)"
408,Duke Sims,L,74,197,0.239,100,"(73, 74]","(195, 200]","[0.22, 0.24)"
409,Larvell Blanks,R,68,167,0.253,20,"(67, 68]","(165, 170]","[0.24, 0.26)"
410,Francisco Barrios,R,71,155,0.0,0,"(70, 71]","(150, 155]","[0.0, 0.02)"
411,Mike Davis,L,74,175,0.259,91,"(73, 74]","(170, 175]","[0.24, 0.26)"
412,Jerry Reuss,L,77,200,0.16699999999999998,1,"(76, 77]","(195, 200]","[0.16, 0.18)"
413,Steve Yeager,R,72,190,0.228,102,"(71, 72]","(185, 190]","[0.22, 0.24)"
414,Danny Goodwin,L,73,195,0.23600000000000002,13,"(72, 73]","(190, 195]","[0.22, 0.24)"
415,Bud Harrelson,B,71,160,0.23600000000000002,7,"(70, 71]","(155, 160]","[0.22, 0.24)"
416,Bob Knepper,L,75,195,0.13699999999999998,6,"(74, 75]","(190, 195]","[0.12, 0.14)"
417,Mickey Rivers,L,70,165,0.295,61,"(69, 70]","(160, 165]","[0.28, 0.3)"
418,Jim Northrup,L,75,190,0.267,153,"(74, 75]","(185, 190]","[0.26, 0.28)"
419,John Hale,L,74,195,0.201,14,"(73, 74]","(190, 195]","[0.2, 0.22)"
420,Reggie Ritter,L,74,195,0.0,0,"(73, 74]","(190, 195]","[0.0, 0.02)"
421,Pedro Garcia,R,70,175,0.22,37,"(69, 70]","(170, 175]","[0.22, 0.24)"
422,Carl Yastrzemski,L,71,175,0.285,452,"(70, 71]","(170, 175]","[0.28, 0.3)"
423,Bob Babcock,R,77,210,0.0,0,"(76, 77]","(205, 210]","[0.0, 0.02)"
424,Craig Eaton,R,71,175,0.0,0,"(70, 71]","(170, 175]","[0.0, 0.02)"
425,Derrel Thomas,B,72,160,0.249,43,"(71, 72]","(155, 160]","[0.24, 0.26)"
426,Art Howe,R,74,190,0.26,43,"(73, 74]","(185, 190]","[0.26, 0.28)"
427,Ike Brown,R,72,190,0.256,20,"(71, 72]","(185, 190]","[0.24, 0.26)"
428,Howie Goss,R,76,204,0.21600000000000003,11,"(75, 76]","(200, 205]","[0.2, 0.22)"
429,Glenn Borgmann,R,76,210,0.22899999999999998,16,"(75, 76]","(205, 210]","[0.22, 0.24)"
430,Lamar Johnson,R,74,215,0.287,64,"(73, 74]","(210, 215]","[0.28, 0.3)"
431,Julio Gonzalez,R,71,162,0.235,4,"(70, 71]","(160, 165]","[0.22, 0.24)"
432,Bobby Klaus,R,70,170,0.20800000000000002,6,"(69, 70]","(165, 170]","[0.2, 0.22)"
433,Manny Sanguillen,R,72,193,0.29600000000000004,65,"(71, 72]","(190, 195]","[0.28, 0.3)"
434,Gates Brown,L,71,220,0.257,84,"(70, 71]","(215, 220]","[0.24, 0.26)"
435,Johnny Ray,B,71,170,0.29,53,"(70, 71]","(165, 170]","[0.28, 0.3)"
436,Jesus Alou,R,74,190,0.28,32,"(73, 74]","(185, 190]","[0.28, 0.3)"
437,Ken Landreaux,L,70,165,0.268,91,"(69, 70]","(160, 165]","[0.26, 0.28)"
438,Enos Cabell,R,76,170,0.27699999999999997,60,"(75, 76]","(165, 170]","[0.26, 0.28)"
439,Roy Branch,R,72,175,0.0,0,"(71, 72]","(170, 175]","[0.0, 0.02)"
440,Billy North,B,71,185,0.261,20,"(70, 71]","(180, 185]","[0.26, 0.28)"
441,Juan Beniquez,R,71,150,0.27399999999999997,79,"(70, 71]","(145, 150]","[0.26, 0.28)"
442,Frank Fernandez,R,72,185,0.19899999999999998,39,"(71, 72]","(180, 185]","[0.18, 0.2)"
443,Bombo Rivera,R,70,187,0.265,10,"(69, 70]","(185, 190]","[0.26, 0.28)"
444,Steve Brye,R,72,190,0.258,30,"(71, 72]","(185, 190]","[0.24, 0.26)"
445,Ron Jackson,R,72,200,0.259,56,"(71, 72]","(195, 200]","[0.24, 0.26)"
446,Roger Metzger,B,72,165,0.231,5,"(71, 72]","(160, 165]","[0.22, 0.24)"
447,Rufino Linares,R,72,170,0.27,11,"(71, 72]","(165, 170]","[0.26, 0.28)"
448,Ray Webster,L,72,185,0.244,17,"(71, 72]","(180, 185]","[0.24, 0.26)"
449,Bob Kearney,R,72,190,0.233,27,"(71, 72]","(185, 190]","[0.22, 0.24)"
450,Fergie Jenkins,R,77,205,0.165,13,"(76, 77]","(200, 205]","[0.16, 0.18)"
451,Dick Dietz,R,73,195,0.261,66,"(72, 73]","(190, 195]","[0.26, 0.28)"
452,Ted Cox,R,75,195,0.245,10,"(74, 75]","(190, 195]","[0.24, 0.26)"
453,Bobby Mitchell,L,70,170,0.243,3,"(69, 70]","(165, 170]","[0.24, 0.26)"
454,Bobby Mitchell,R,75,185,0.235,21,"(74, 75]","(180, 185]","[0.22, 0.24)"
455,Barry Evans,R,73,180,0.251,2,"(72, 73]","(175, 180]","[0.24, 0.26)"
456,Mickey Brantley,R,70,180,0.259,32,"(69, 70]","(175, 180]","[0.24, 0.26)"
457,Al Gallagher,R,72,180,0.263,11,"(71, 72]","(175, 180]","[0.26, 0.28)"
458,Rob Woodward,R,75,185,0.0,0,"(74, 75]","(180, 185]","[0.0, 0.02)"
459,Hector Cruz,R,71,170,0.225,39,"(70, 71]","(165, 170]","[0.22, 0.24)"
